Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
2/28/18,Kentucky,Home,96,Mississippi,78,Away,,Win,18,6.00,-2.31,Division 1
2/28/18,Saint Louis,Away,69,Duquesne,76,Home,,Loss,-7,0.39,2.25,Division 1
2/28/18,Fordham,Away,56,George Washington,72,Home,,Loss,-16,-8.00,-2.85,Division 1
2/28/18,La Salle,Home,71,Dayton,53,Away,,Win,18,-0.84,-1.16,Division 1
2/28/18,Long Island University,Home,73,St. Francis (NY),50,Away,,Win,23,1.29,-3.13,Division 1
2/28/18,Mississippi,Away,78,Kentucky,96,Home,,Loss,-18,-2.31,6.00,Division 1
2/28/18,Dayton,Away,53,La Salle,71,Home,,Loss,-18,-1.16,-0.84,Division 1
2/28/18,Duquesne,Home,76,Saint Louis,69,Away,,Win,7,2.25,0.39,Division 1
2/28/18,Louisiana State,Away,74,South Carolina,83,Home,,Loss,-9,3.75,0.38,Division 1
2/28/18,South Carolina,Home,83,Louisiana State,74,Away,,Win,9,0.38,3.75,Division 1
2/28/18,Illinois,Neutral,87,Iowa,96,,Neutral Site,Loss,-9,2.00,1.00,Division 1
2/28/18,Iowa,Neutral,96,Illinois,87,,Neutral Site,Win,9,1.00,2.00,Division 1
2/28/18,Connecticut,Home,72,Temple,66,Away,,Win,6,-5.06,-0.38,Division 1
2/28/18,Temple,Away,66,Connecticut,72,Home,,Loss,-6,-0.38,-5.06,Division 1
2/28/18,Providence,Away,74,Xavier,84,Home,,Loss,-10,1.06,9.79,Division 1
2/28/18,Xavier,Home,84,Providence,74,Away,,Win,10,9.79,1.06,Division 1
2/28/18,St. Francis (NY),Away,50,Long Island University,73,Home,,Loss,-23,-3.13,1.29,Division 1
2/28/18,Tennessee Tech,Neutral,60,Southern Illinois-Edwardsville,51,,Neutral Site,Win,9,0.50,-8.52,Division 1
2/28/18,George Mason,Away,81,Virginia Commonwealth,80,Home,,Win,1,-3.82,1.12,Division 1
2/28/18,Saint Francis (PA),Home,75,Fairleigh Dickinson,84,Away,,Loss,-9,3.93,-0.97,Division 1
2/28/18,Southern Illinois-Edwardsville,Neutral,51,Tennessee Tech,60,,Neutral Site,Loss,-9,-8.52,0.50,Division 1
2/28/18,Wagner,Home,73,Central Connecticut State,61,Away,,Win,12,6.66,-4.30,Division 1
2/28/18,Central Arkansas,Home,88,Sam Houston State,70,Away,,Win,18,2.18,3.00,Division 1
2/28/18,Virginia Commonwealth,Home,80,George Mason,81,Away,,Loss,-1,1.12,-3.82,Division 1
2/28/18,Central Connecticut State,Away,61,Wagner,73,Home,,Loss,-12,-4.30,6.66,Division 1
2/28/18,Fairleigh Dickinson,Away,84,Saint Francis (PA),75,Home,,Win,9,-0.97,3.93,Division 1
2/28/18,Nicholls State,Away,73,Northwestern State,70,Home,,Win,3,7.19,-13.66,Division 1
2/28/18,Northwestern State,Home,70,Nicholls State,73,Away,,Loss,-3,-13.66,7.19,Division 1
2/28/18,Mount St. Mary's,Home,56,Robert Morris,60,Away,,Loss,-4,0.94,-2.00,Division 1
2/28/18,Robert Morris,Away,60,Mount St. Mary's,56,Home,,Win,4,-2.00,0.94,Division 1
2/28/18,Massachusetts,Away,65,Richmond,90,Home,,Loss,-25,-2.56,-3.78,Division 1
2/28/18,Richmond,Home,90,Massachusetts,65,Away,,Win,25,-3.78,-2.56,Division 1
2/28/18,Notre Dame,Home,73,Pittsburgh,56,Away,,Win,17,5.66,-10.34,Division 1
2/28/18,Pittsburgh,Away,56,Notre Dame,73,Home,,Loss,-17,-10.34,5.66,Division 1
3/1/18,Texas-El Paso,Away,70,Rice,76,Home,,Loss,-6,-3.32,-7.52,Division 1
3/1/18,Southern,Home,88,Texas Southern,90,Away,,Loss,-2,-2.73,-2.09,Division 1
3/1/18,Texas Southern,Away,90,Southern,88,Home,,Win,2,-2.09,-2.73,Division 1
3/1/18,Rice,Home,76,Texas-El Paso,70,Away,,Win,6,-7.52,-3.32,Division 1
3/1/18,Norfolk State,Home,71,Hampton,74,Away,,Loss,-3,-0.55,4.12,Division 1
3/1/18,North Texas,Home,80,Texas-San Antonio,62,Away,,Win,18,1.44,3.39,Division 1
3/1/18,Texas-San Antonio,Away,62,North Texas,80,Home,,Loss,-18,3.39,1.44,Division 1
3/1/18,Arizona State,Home,84,University of California,53,Away,,Win,31,8.19,-9.91,Division 1
3/1/18,Liberty,Neutral,73,Campbell,59,,Neutral Site,Win,14,7.71,5.16,Division 1
3/1/18,Eastern Washington,Home,74,Southern Utah,51,Away,,Win,23,3.56,-4.94,Division 1
3/1/18,Southern Utah,Away,51,Eastern Washington,74,Home,,Loss,-23,-4.94,3.56,Division 1
3/1/18,Campbell,Neutral,59,Liberty,73,,Neutral Site,Loss,-14,5.16,7.71,Division 1
3/1/18,University of California,Away,53,Arizona State,84,Home,,Loss,-31,-9.91,8.19,Division 1
3/1/18,Austin Peay,Neutral,73,Eastern Illinois,66,,Neutral Site,Win,7,1.69,-1.47,Division 1
3/1/18,Eastern Illinois,Neutral,66,Austin Peay,73,,Neutral Site,Loss,-7,-1.47,1.69,Division 1
3/1/18,Jacksonville,Away,62,Lipscomb,77,Home,,Loss,-15,-2.33,5.06,Division 1
3/1/18,Lipscomb,Home,77,Jacksonville,62,Away,,Win,15,5.06,-2.33,Division 1
3/1/18,Arkansas State,Away,74,Louisiana,85,Home,,Loss,-11,-4.81,13.24,Non Division 1
3/1/18,Rutgers,Neutral,76,Indiana,69,,Neutral Site,Win,7,0.35,1.65,Division 1
3/1/18,Georgia Tech,Home,78,North Carolina State,75,Away,,Win,3,-2.22,7.09,Division 1
3/1/18,North Carolina State,Away,75,Georgia Tech,78,Home,,Loss,-3,7.09,-2.22,Division 1
3/1/18,Indiana,Neutral,69,Rutgers,76,,Neutral Site,Loss,-7,1.65,0.35,Division 1
3/1/18,Louisiana,Home,85,Arkansas State,74,Away,,Win,11,13.24,-4.81,Non Division 1
3/1/18,Middle Tennessee,Home,82,Western Kentucky,64,Away,,Win,18,9.03,8.26,Division 1
3/1/18,Western Kentucky,Away,64,Middle Tennessee,82,Home,,Loss,-18,8.26,9.03,Division 1
3/1/18,Hampton,Away,74,Norfolk State,71,Home,,Win,3,4.12,-0.55,Division 1
3/1/18,Virginia,Away,67,Louisville,66,Home,,Win,1,14.15,5.67,Division 1
3/1/18,Arkansas-Little Rock,Away,44,Louisiana-Monroe,48,Home,,Loss,-4,-6.38,1.28,Division 1
3/1/18,Louisiana-Monroe,Home,48,Arkansas-Little Rock,44,Away,,Win,4,1.28,-6.38,Division 1
3/1/18,Louisville,Home,66,Virginia,67,Away,,Loss,-1,5.67,14.15,Division 1
3/1/18,UC-Riverside,Home,72,Cal Poly,63,Away,,Win,9,-4.48,-7.10,Division 1
3/1/18,Idaho,Home,66,Northern Arizona,52,Away,,Win,14,6.32,-12.88,Division 1
3/1/18,Northern Arizona,Away,52,Idaho,66,Home,,Loss,-14,-12.88,6.32,Division 1
3/1/18,Cal Poly,Away,63,UC-Riverside,72,Home,,Loss,-9,-7.10,-4.48,Division 1
3/1/18,Stanford,Away,67,Arizona,75,Home,,Loss,-8,1.09,9.71,Division 1
3/1/18,UC-Davis,Home,70,Hawaii,59,Away,,Win,11,4.91,1.10,Division 1
3/1/18,Hawaii,Away,59,UC-Davis,70,Home,,Loss,-11,1.10,4.91,Division 1
3/1/18,North Dakota,Away,90,Sacramento State,73,Home,,Win,17,-5.78,-6.28,Division 1
3/1/18,Portland State,Home,78,Northern Colorado,85,Away,,Loss,-7,6.12,7.65,Division 1
3/1/18,Oregon State,Away,77,Washington,79,Home,,Loss,-2,2.75,1.72,Division 1
3/1/18,Washington,Home,79,Oregon State,77,Away,,Win,2,1.72,2.75,Division 1
3/1/18,Northern Colorado,Away,85,Portland State,78,Home,,Win,7,7.65,6.12,Division 1
3/1/18,Sacramento State,Home,73,North Dakota,90,Away,,Loss,-17,-6.28,-5.78,Division 1
3/1/18,UC-Santa Barbara,Home,69,Long Beach State,70,Away,,Loss,-1,6.69,-3.06,Division 1
3/1/18,Long Beach State,Away,70,UC-Santa Barbara,69,Home,,Win,1,-3.06,6.69,Division 1
3/1/18,Missouri State,Neutral,83,Valparaiso,79,,Neutral Site,Win,4,2.76,2.19,Division 1
3/1/18,Valparaiso,Neutral,79,Missouri State,83,,Neutral Site,Loss,-4,2.19,2.76,Division 1
3/1/18,Montana,Home,75,Weber State,57,Away,,Win,18,9.39,7.71,Division 1
3/1/18,South Florida,Away,75,Memphis,51,Home,,Win,24,-7.31,-0.43,Division 1
3/1/18,Fairfield,Neutral,71,Marist,57,,Neutral Site,Win,14,-1.30,-8.90,Division 1
3/1/18,Marist,Neutral,57,Fairfield,71,,Neutral Site,Loss,-14,-8.90,-1.30,Division 1
3/1/18,Memphis,Home,51,South Florida,75,Away,,Loss,-24,-0.43,-7.31,Division 1
3/1/18,Weber State,Away,57,Montana,75,Home,,Loss,-18,7.71,9.39,Division 1
3/1/18,Oregon,Away,76,Washington State,78,Home,,Loss,-2,6.09,-4.55,Division 1
3/1/18,Washington State,Home,78,Oregon,76,Away,,Win,2,-4.55,6.09,Division 1
3/1/18,Arizona,Home,75,Stanford,67,Away,,Win,8,9.71,1.09,Division 1
3/1/18,Tulane,Home,49,Cincinnati,78,Away,,Loss,-29,-0.87,17.06,Division 1
3/1/18,Idaho State,Away,101,Montana State,78,Home,,Win,23,-0.81,-2.81,Division 1
3/1/18,Montana State,Home,78,Idaho State,101,Away,,Loss,-23,-2.81,-0.81,Division 1
3/1/18,Cincinnati,Away,78,Tulane,49,Home,,Win,29,17.06,-0.87,Division 1
3/1/18,Lafayette,Away,54,Colgate,76,Home,,Loss,-22,-3.23,2.59,Division 1
3/1/18,Coppin State,Home,71,Howard,78,Away,,Loss,-7,-13.91,-6.21,Division 1
3/1/18,Howard,Away,78,Coppin State,71,Home,,Win,7,-6.21,-13.91,Division 1
3/1/18,Colgate,Home,76,Lafayette,54,Away,,Win,22,2.59,-3.23,Division 1
3/1/18,Wichita State,Away,75,Central Florida,71,Home,,Win,4,11.66,0.85,Division 1
3/1/18,Charlotte,Home,83,Florida International,89,Away,,Loss,-6,-8.66,-0.50,Division 1
3/1/18,Florida International,Away,89,Charlotte,83,Home,,Win,6,-0.50,-8.66,Division 1
3/1/18,Delaware State,Home,87,Morgan State,80,Away,,Win,7,-13.25,-2.63,Division 1
3/1/18,Northern Iowa,Neutral,60,Evansville,50,,Neutral Site,Win,10,2.06,1.53,Division 1
3/1/18,Florida Gulf Coast,Home,95,North Florida,72,Away,,Win,23,10.12,-6.21,Division 1
3/1/18,North Florida,Away,72,Florida Gulf Coast,95,Home,,Loss,-23,-6.21,10.12,Division 1
3/1/18,Evansville,Neutral,50,Northern Iowa,60,,Neutral Site,Loss,-10,1.53,2.06,Division 1
3/1/18,Morgan State,Away,80,Delaware State,87,Home,,Loss,-7,-2.63,-13.25,Division 1
3/1/18,East Carolina,Home,58,Tulsa,72,Away,,Loss,-14,-8.13,2.58,Division 1
3/1/18,Tulsa,Away,72,East Carolina,58,Home,,Win,14,2.58,-8.13,Division 1
3/1/18,Iowa,Neutral,71,Michigan,77,,Neutral Site,Loss,-6,1.00,10.69,Division 1
3/1/18,Michigan,Neutral,77,Iowa,71,,Neutral Site,Win,6,10.69,1.00,Division 1
3/1/18,Gardner-Webb,Neutral,68,Winthrop,72,,Neutral Site,Loss,-4,-1.42,8.22,Division 1
3/1/18,Radford,Neutral,59,Longwood,53,,Neutral Site,Win,6,2.40,-10.85,Division 1
3/1/18,Maryland,Neutral,54,Wisconsin,59,,Neutral Site,Loss,-5,6.19,0.88,Division 1
3/1/18,Wisconsin,Neutral,59,Maryland,54,,Neutral Site,Win,5,0.88,6.19,Division 1
3/1/18,Longwood,Neutral,53,Radford,59,,Neutral Site,Loss,-6,-10.85,2.40,Division 1
3/1/18,Winthrop,Neutral,72,Gardner-Webb,68,,Neutral Site,Win,4,8.22,-1.42,Division 1
3/1/18,Bucknell,Home,83,Loyola (MD),78,Away,,Win,5,8.29,-5.55,Division 1
3/1/18,Loyola (MD),Away,78,Bucknell,83,Home,,Loss,-5,-5.55,8.29,Division 1
3/1/18,Central Florida,Home,71,Wichita State,75,Away,,Loss,-4,0.85,11.66,Division 1
3/1/18,Penn State,Neutral,65,Northwestern,57,,Neutral Site,Win,8,7.71,2.38,Division 1
3/1/18,Monmouth,Neutral,58,Saint Peter's,60,,Neutral Site,Loss,-2,-1.16,-0.88,Division 1
3/1/18,Saint Peter's,Neutral,60,Monmouth,58,,Neutral Site,Win,2,-0.88,-1.16,Division 1
3/1/18,Northwestern,Neutral,57,Penn State,65,,Neutral Site,Loss,-8,2.38,7.71,Division 1
3/1/18,South Carolina State,Home,81,Savannah State,94,Away,,Loss,-13,-9.53,-7.41,Division 1
3/1/18,Alabama A&M,Home,74,Grambling,84,Away,,Loss,-10,-15.94,-2.06,Division 1
3/1/18,Grambling,Away,84,Alabama A&M,74,Home,,Win,10,-2.06,-15.94,Division 1
3/1/18,Savannah State,Away,94,South Carolina State,81,Home,,Win,13,-7.41,-9.53,Division 1
3/1/18,Old Dominion,Home,69,Florida Atlantic,64,Away,,Win,5,10.53,-0.55,Division 1
3/1/18,Quinnipiac,Neutral,67,Siena,58,,Neutral Site,Win,9,-5.06,-7.47,Division 1
3/1/18,Siena,Neutral,58,Quinnipiac,67,,Neutral Site,Loss,-9,-7.47,-5.06,Division 1
3/1/18,Alabama-Birmingham,Home,91,Marshall,77,Away,,Win,14,7.06,5.44,Division 1
3/1/18,Prairie View,Away,79,Alcorn State,69,Home,,Win,10,-1.47,-4.50,Division 1
3/1/18,Bethune-Cookman,Away,89,Florida A&M,77,Home,,Win,12,2.97,-10.03,Division 1
3/1/18,Florida A&M,Home,77,Bethune-Cookman,89,Away,,Loss,-12,-10.03,2.97,Division 1
3/1/18,Alcorn State,Home,69,Prairie View,79,Away,,Loss,-10,-4.50,-1.47,Division 1
3/1/18,Marshall,Away,77,Alabama-Birmingham,91,Home,,Loss,-14,5.44,7.06,Division 1
3/1/18,Alabama State,Home,62,Jackson State,60,Away,,Win,2,-9.94,-5.31,Division 1
3/1/18,Jackson State,Away,60,Alabama State,62,Home,,Loss,-2,-5.31,-9.94,Division 1
3/1/18,Jacksonville State,Neutral,73,Tennessee Tech,70,,Neutral Site,Win,3,6.15,0.50,Division 1
3/1/18,Tennessee Tech,Neutral,70,Jacksonville State,73,,Neutral Site,Loss,-3,0.50,6.15,Division 1
3/1/18,Boston University,Away,88,Lehigh,82,Home,,Win,6,-1.41,0.26,Division 1
3/1/18,Troy,Away,83,Georgia State,70,Home,,Win,13,2.03,8.03,Division 1
3/1/18,Georgia Southern,Home,81,South Alabama,74,Away,,Win,7,5.73,0.31,Division 1
3/1/18,South Alabama,Away,74,Georgia Southern,81,Home,,Loss,-7,0.31,5.73,Division 1
3/1/18,Georgia State,Home,70,Troy,83,Away,,Loss,-13,8.03,2.03,Division 1
3/1/18,Lehigh,Home,82,Boston University,88,Away,,Loss,-6,0.26,-1.41,Division 1
3/1/18,North Carolina A&T,Away,59,North Carolina Central,70,Home,,Loss,-11,0.91,3.32,Division 1
3/1/18,North Carolina Central,Home,70,North Carolina A&T,59,Away,,Win,11,3.32,0.91,Division 1
3/1/18,Florida Atlantic,Away,64,Old Dominion,69,Home,,Loss,-5,-0.55,10.53,Division 1
3/1/18,North Carolina-Asheville,Home,71,Charleston Southern,66,Away,,Win,5,1.91,3.03,Division 1
3/1/18,Holy Cross,Away,81,Navy,65,Home,,Win,16,-4.10,2.31,Division 1
3/1/18,Navy,Home,65,Holy Cross,81,Away,,Loss,-16,2.31,-4.10,Division 1
3/1/18,Charleston Southern,Away,66,North Carolina-Asheville,71,Home,,Loss,-5,3.03,1.91,Division 1
3/2/18,Davidson,Home,63,Rhode Island,61,Away,,Win,2,8.88,8.28,Division 1
3/2/18,Rhode Island,Away,61,Davidson,63,Home,,Loss,-2,8.28,8.88,Division 1
3/2/18,Cleveland State,Neutral,72,Youngstown State,71,,Neutral Site,Win,1,-6.33,-7.41,Division 1
3/2/18,Youngstown State,Neutral,71,Cleveland State,72,,Neutral Site,Loss,-1,-7.41,-6.33,Division 1
3/2/18,Liberty,Away,69,North Carolina-Asheville,64,Home,,Win,5,7.71,1.91,Division 1
3/2/18,North Carolina-Asheville,Home,64,Liberty,69,Away,,Loss,-5,1.91,7.71,Division 1
3/2/18,Jacksonville State,Neutral,63,Murray State,70,,Neutral Site,Loss,-7,6.15,13.39,Division 1
3/2/18,Murray State,Neutral,70,Jacksonville State,63,,Neutral Site,Win,7,13.39,6.15,Division 1
3/2/18,Missouri State,Neutral,63,Southern Illinois,67,,Neutral Site,Loss,-4,2.76,0.85,Division 1
3/2/18,Southern Illinois,Neutral,67,Missouri State,63,,Neutral Site,Win,4,0.85,2.76,Division 1
3/2/18,Chattanooga,Neutral,89,Samford,79,,Neutral Site,Win,10,-4.56,-4.88,Division 1
3/2/18,Samford,Neutral,79,Chattanooga,89,,Neutral Site,Loss,-10,-4.88,-4.56,Division 1
3/2/18,Pennsylvania,Away,79,Yale,80,Home,,Loss,-1,7.75,0.77,Division 1
3/2/18,Yale,Home,80,Pennsylvania,79,Away,,Win,1,0.77,7.75,Division 1
3/2/18,Texas-Arlington,Away,85,Texas State,82,Home,,Win,3,4.12,0.55,Division 1
3/2/18,Texas State,Home,82,Texas-Arlington,85,Away,,Loss,-3,0.55,4.12,Division 1
3/2/18,Purdue,Neutral,82,Rutgers,75,,Neutral Site,Win,7,15.50,0.35,Division 1
3/2/18,Rutgers,Neutral,75,Purdue,82,,Neutral Site,Loss,-7,0.35,15.50,Division 1
3/2/18,Iowa State,Away,60,Oklahoma,81,Home,,Loss,-21,-2.61,3.52,Division 1
3/2/18,Oklahoma,Home,81,Iowa State,60,Away,,Win,21,3.52,-2.61,Division 1
3/2/18,Pepperdine,Neutral,85,Santa Clara,69,,Neutral Site,Win,16,-7.28,-5.68,Division 1
3/2/18,Santa Clara,Neutral,69,Pepperdine,85,,Neutral Site,Loss,-16,-5.68,-7.28,Division 1
3/2/18,Austin Peay,Neutral,79,Belmont,94,,Neutral Site,Loss,-15,1.69,8.42,Division 1
3/2/18,Belmont,Neutral,94,Austin Peay,79,,Neutral Site,Win,15,8.42,1.69,Division 1
3/2/18,Canisius,Neutral,69,Quinnipiac,72,,Neutral Site,Loss,-3,5.47,-5.06,Division 1
3/2/18,Quinnipiac,Neutral,72,Canisius,69,,Neutral Site,Win,3,-5.06,5.47,Division 1
3/2/18,Ball State,Away,65,Northern Illinois,66,Home,,Loss,-1,0.94,-2.75,Division 1
3/2/18,Northern Illinois,Home,66,Ball State,65,Away,,Win,1,-2.75,0.94,Division 1
3/2/18,Loyola Marymount,Neutral,78,Portland,72,,Neutral Site,Win,6,-4.61,-4.72,Division 1
3/2/18,Portland,Neutral,72,Loyola Marymount,78,,Neutral Site,Loss,-6,-4.72,-4.61,Division 1
3/2/18,Illinois State,Neutral,77,Indiana State,70,,Neutral Site,Win,7,-1.64,-0.16,Division 1
3/2/18,Indiana State,Neutral,70,Illinois State,77,,Neutral Site,Loss,-7,-0.16,-1.64,Division 1
3/2/18,Detroit Mercy,Neutral,81,Green Bay,93,,Neutral Site,Loss,-12,-7.09,0.55,Division 1
3/2/18,Green Bay,Neutral,93,Detroit Mercy,81,,Neutral Site,Win,12,0.55,-7.09,Division 1
3/2/18,Citadel,Neutral,78,Virginia Military Institute,70,,Neutral Site,Win,8,-5.21,-8.67,Division 1
3/2/18,Virginia Military Institute,Neutral,70,Citadel,78,,Neutral Site,Loss,-8,-8.67,-5.21,Division 1
3/2/18,Ohio State,Neutral,68,Penn State,69,,Neutral Site,Loss,-1,9.13,7.71,Division 1
3/2/18,Penn State,Neutral,69,Ohio State,68,,Neutral Site,Win,1,7.71,9.13,Division 1
3/2/18,Bowling Green State,Home,70,Buffalo,100,Away,,Loss,-30,-1.61,8.94,Division 1
3/2/18,Buffalo,Away,100,Bowling Green State,70,Home,,Win,30,8.94,-1.61,Division 1
3/2/18,Loyola (IL),Neutral,54,Northern Iowa,50,,Neutral Site,Win,4,10.53,2.06,Division 1
3/2/18,Northern Iowa,Neutral,50,Loyola (IL),54,,Neutral Site,Loss,-4,2.06,10.53,Division 1
3/2/18,Michigan State,Neutral,63,Wisconsin,60,,Neutral Site,Win,3,16.18,0.88,Division 1
3/2/18,Wisconsin,Neutral,60,Michigan State,63,,Neutral Site,Loss,-3,0.88,16.18,Division 1
3/2/18,Bradley,Neutral,63,Drake,61,,Neutral Site,Win,2,2.64,0.41,Division 1
3/2/18,Drake,Neutral,61,Bradley,63,,Neutral Site,Loss,-2,0.41,2.64,Division 1
3/2/18,Michigan,Neutral,77,Nebraska,58,,Neutral Site,Win,19,10.69,4.00,Division 1
3/2/18,Nebraska,Neutral,58,Michigan,77,,Neutral Site,Loss,-19,4.00,10.69,Division 1
3/2/18,Cornell,Away,88,Harvard,98,Home,,Loss,-10,-4.50,1.94,Division 1
3/2/18,Harvard,Home,98,Cornell,88,Away,,Win,10,1.94,-4.50,Division 1
3/2/18,Columbia,Away,78,Dartmouth,80,Home,,Loss,-2,-0.85,-4.78,Division 1
3/2/18,Dartmouth,Home,80,Columbia,78,Away,,Win,2,-4.78,-0.85,Division 1
3/2/18,Rider,Neutral,55,Saint Peter's,66,,Neutral Site,Loss,-11,4.13,-0.88,Division 1
3/2/18,Saint Peter's,Neutral,66,Rider,55,,Neutral Site,Win,11,-0.88,4.13,Division 1
3/2/18,Miami (OH),Home,66,Ohio,75,Away,,Loss,-9,1.67,-0.69,Division 1
3/2/18,Ohio,Away,75,Miami (OH),66,Home,,Win,9,-0.69,1.67,Division 1
3/2/18,Eastern Michigan,Away,71,Toledo,69,Home,,Win,2,5.18,4.56,Division 1
3/2/18,Toledo,Home,69,Eastern Michigan,71,Away,,Loss,-2,4.56,5.18,Division 1
3/2/18,Radford,Home,61,Winthrop,52,Away,,Win,9,2.40,8.22,Division 1
3/2/18,Winthrop,Away,52,Radford,61,Home,,Loss,-9,8.22,2.40,Division 1
3/2/18,Brown,Home,63,Princeton,78,Away,,Loss,-15,-1.96,0.79,Division 1
3/2/18,Princeton,Away,78,Brown,63,Home,,Win,15,0.79,-1.96,Division 1
3/2/18,Akron,Home,67,Kent State,65,Away,,Win,2,-3.59,-0.80,Division 1
3/2/18,Kent State,Away,65,Akron,67,Home,,Loss,-2,-0.80,-3.59,Division 1
3/3/18,Niagara,Neutral,77,Fairfield,90,,Neutral Site,Loss,-13,-0.09,-1.30,Division 1
3/3/18,Fairfield,Neutral,90,Niagara,77,,Neutral Site,Win,13,-1.30,-0.09,Division 1
3/3/18,Middle Tennessee,Home,67,Marshall,76,Away,,Loss,-9,9.03,5.44,Division 1
3/3/18,South Dakota State,Neutral,66,Western Illinois,60,,Neutral Site,Win,6,10.79,1.00,Division 1
3/3/18,Old Dominion,Home,79,Florida International,53,Away,,Win,26,10.53,-0.50,Division 1
3/3/18,Florida International,Away,53,Old Dominion,79,Home,,Loss,-26,-0.50,10.53,Division 1
3/3/18,Marshall,Away,76,Middle Tennessee,67,Home,,Win,9,5.44,9.03,Division 1
3/3/18,George Mason,Home,79,Richmond,93,Away,,Loss,-14,-3.82,-3.78,Division 1
3/3/18,Dartmouth,Home,75,Cornell,86,Away,,Loss,-11,-4.78,-4.50,Division 1
3/3/18,Cornell,Away,86,Dartmouth,75,Home,,Win,11,-4.50,-4.78,Division 1
3/3/18,Harvard,Home,93,Columbia,74,Away,,Win,19,1.94,-0.85,Division 1
3/3/18,Columbia,Away,74,Harvard,93,Home,,Loss,-19,-0.85,1.94,Division 1
3/3/18,Richmond,Away,93,George Mason,79,Home,,Win,14,-3.78,-3.82,Division 1
3/3/18,Western Illinois,Neutral,60,South Dakota State,66,,Neutral Site,Loss,-6,1.00,10.79,Division 1
3/3/18,Mississippi Valley State,Away,57,Arkansas-Pine Bluff,94,Home,,Loss,-37,-13.28,-5.49,Division 1
3/3/18,Arkansas-Pine Bluff,Home,94,Mississippi Valley State,57,Away,,Win,37,-5.49,-13.28,Division 1
3/3/18,Western Kentucky,Away,73,Alabama-Birmingham,101,Home,,Loss,-28,8.26,7.06,Division 1
3/3/18,Furman,Neutral,97,Western Carolina,73,,Neutral Site,Win,24,10.32,-7.16,Division 1
3/3/18,North Carolina,Away,64,Duke,74,Home,,Loss,-10,8.86,14.53,Division 1
3/3/18,Duke,Home,74,North Carolina,64,Away,,Win,10,14.53,8.86,Division 1
3/3/18,Alabama-Birmingham,Home,101,Western Kentucky,73,Away,,Win,28,7.06,8.26,Division 1
3/3/18,Maine,Away,60,Vermont,75,Home,,Loss,-15,-8.06,9.91,Division 1
3/3/18,Utah,Home,64,Colorado,54,Away,,Win,10,4.77,-0.94,Division 1
3/3/18,Colorado,Away,54,Utah,64,Home,,Loss,-10,-0.94,4.77,Division 1
3/3/18,Yale,Home,94,Princeton,90,Away,,Win,4,0.77,0.79,Division 1
3/3/18,Princeton,Away,90,Yale,94,Home,,Loss,-4,0.79,0.77,Division 1
3/3/18,Vermont,Home,75,Maine,60,Away,,Win,15,9.91,-8.06,Division 1
3/3/18,Nicholls State,Away,57,Southeastern Louisiana,69,Home,,Loss,-12,7.19,3.82,Division 1
3/3/18,San Francisco,Neutral,71,Pacific,70,,Neutral Site,Win,1,0.21,-1.13,Division 1
3/3/18,Pacific,Neutral,70,San Francisco,71,,Neutral Site,Loss,-1,-1.13,0.21,Division 1
3/3/18,Southern,Home,69,Prairie View,77,Away,,Loss,-8,-2.73,-1.47,Division 1
3/3/18,Prairie View,Away,77,Southern,69,Home,,Win,8,-1.47,-2.73,Division 1
3/3/18,Southeastern Louisiana,Home,69,Nicholls State,57,Away,,Win,12,3.82,7.19,Division 1
3/3/18,Texas-El Paso,Away,68,North Texas,66,Home,,Win,2,-3.32,1.44,Division 1
3/3/18,Missouri,Home,77,Arkansas,67,Away,,Win,10,5.30,5.17,Division 1
3/3/18,Arkansas,Away,67,Missouri,77,Home,,Loss,-10,5.17,5.30,Division 1
3/3/18,East Tennessee State,Neutral,77,Chattanooga,59,,Neutral Site,Win,18,9.57,-4.56,Division 1
3/3/18,North Texas,Home,66,Texas-El Paso,68,Away,,Loss,-2,1.44,-3.32,Division 1
3/3/18,North Carolina State,Home,76,Louisville,69,Away,,Win,7,7.09,5.67,Division 1
3/3/18,Louisville,Away,69,North Carolina State,76,Home,,Loss,-7,5.67,7.09,Division 1
3/3/18,Illinois State,Neutral,76,Southern Illinois,68,,Neutral Site,Win,8,-1.64,0.85,Division 1
3/3/18,Boise State,Home,95,Wyoming,87,Away,,Win,8,9.52,0.53,Division 1
3/3/18,Stony Brook,Away,69,Albany (NY),60,Home,,Win,9,-1.38,6.03,Division 1
3/3/18,Albany (NY),Home,60,Stony Brook,69,Away,,Loss,-9,6.03,-1.38,Division 1
3/3/18,Florida Atlantic,Away,78,Charlotte,85,Home,,Loss,-7,-0.55,-8.66,Division 1
3/3/18,Charlotte,Home,85,Florida Atlantic,78,Away,,Win,7,-8.66,-0.55,Division 1
3/3/18,Wyoming,Away,87,Boise State,95,Home,,Loss,-8,0.53,9.52,Division 1
3/3/18,Jackson State,Away,59,Alabama A&M,66,Home,,Loss,-7,-5.31,-15.94,Division 1
3/3/18,Tennessee,Home,66,Georgia,61,Away,,Win,5,7.82,1.36,Division 1
3/3/18,Georgia,Away,61,Tennessee,66,Home,,Loss,-5,1.36,7.82,Division 1
3/3/18,Southern Illinois,Neutral,68,Illinois State,76,,Neutral Site,Loss,-8,0.85,-1.64,Division 1
3/3/18,Alabama A&M,Home,66,Jackson State,59,Away,,Win,7,-15.94,-5.31,Division 1
