Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/10/17,Eastern Kentucky,Away,73,Rice,72,Home,,Win,1,-4.55,-7.52,Division 1
11/10/17,Rice,Home,72,Eastern Kentucky,73,Away,,Loss,-1,-7.52,-4.55,Division 1
11/10/17,Southern Illinois-Edwardsville,Away,74,Purdue,105,Home,,Loss,-31,-8.52,15.50,Division 1
11/10/17,Oral Roberts,Home,86,Avila,72,Away,,Win,14,-5.39,0.00,Non Division 1
11/10/17,Purdue,Home,105,Southern Illinois-Edwardsville,74,Away,,Win,31,15.50,-8.52,Division 1
11/10/17,Seattle,Away,46,Saint Louis,62,Home,,Loss,-16,3.73,0.39,Division 1
11/10/17,Florida Atlantic,Away,59,South Florida,60,Home,,Loss,-1,-0.55,-7.31,Division 1
11/10/17,Saint Louis,Home,62,Seattle,46,Away,,Win,16,0.39,3.73,Division 1
11/10/17,Hampton,Away,75,Rider,90,Home,,Loss,-15,4.12,4.13,Division 1
11/10/17,Rider,Home,90,Hampton,75,Away,,Win,15,4.13,4.12,Division 1
11/10/17,Greensboro,Away,80,North Carolina A&T,104,Home,,Loss,-24,0.00,0.91,Non Division 1
11/10/17,North Carolina A&T,Home,104,Greensboro,80,Away,,Win,24,0.91,0.00,Non Division 1
11/10/17,Murray State,Home,118,Brescia,61,Away,,Win,57,13.39,0.00,Non Division 1
11/10/17,Nebraska-Omaha,Away,80,Montana State,89,Home,,Loss,-9,-6.94,-2.81,Division 1
11/10/17,Brescia,Away,61,Murray State,118,Home,,Loss,-57,0.00,13.39,Non Division 1
11/10/17,Pepperdine,Away,47,Oklahoma State,78,Home,,Loss,-31,-7.28,3.38,Division 1
11/10/17,Avila,Away,72,Oral Roberts,86,Home,,Loss,-14,0.00,-5.39,Non Division 1
11/10/17,Oklahoma State,Home,78,Pepperdine,47,Away,,Win,31,3.38,-7.28,Division 1
11/10/17,Loyola (MD),Away,75,Northwestern,79,Home,,Loss,-4,-5.55,2.38,Division 1
11/10/17,Northwestern,Home,79,Loyola (MD),75,Away,,Win,4,2.38,-5.55,Division 1
11/10/17,Our Lady of the Lake,Away,68,Texas A&M-Corpus Christi,69,Home,,Loss,-1,0.00,-3.24,Non Division 1
11/10/17,Texas A&M-Corpus Christi,Home,69,Our Lady of the Lake,68,Away,,Win,1,-3.24,0.00,Non Division 1
11/10/17,Texas,Home,105,Northwestern State,59,Away,,Win,46,3.52,-13.66,Division 1
11/10/17,Tennessee Tech,Home,94,Midway,56,Away,,Win,38,0.50,0.00,Non Division 1
11/10/17,Northwestern State,Away,59,Texas,105,Home,,Loss,-46,-13.66,3.52,Division 1
11/10/17,Tulane,Home,102,Long Island University,96,Away,,Win,6,-0.87,1.29,Division 1
11/10/17,North Park,Away,46,Valparaiso,88,Home,,Loss,-42,0.00,2.19,Non Division 1
11/10/17,Long Island University,Away,96,Tulane,102,Home,,Loss,-6,1.29,-0.87,Division 1
11/10/17,Nicholls State,Away,111,Texas-Rio Grande Valley,106,Home,,Win,5,7.19,-2.84,Division 1
11/10/17,Texas-Rio Grande Valley,Home,106,Nicholls State,111,Away,,Loss,-5,-2.84,7.19,Division 1
11/10/17,Maryland-Baltimore County,Away,67,Southern Methodist,78,Home,,Loss,-11,4.44,5.42,Division 1
11/10/17,Southern Methodist,Home,78,Maryland-Baltimore County,67,Away,,Win,11,5.42,4.44,Division 1
11/10/17,Southeastern Louisiana,Home,99,Centenary (LA),67,Away,,Win,32,3.82,0.00,Non Division 1
11/10/17,South Florida,Home,60,Florida Atlantic,59,Away,,Win,1,-7.31,-0.55,Division 1
11/10/17,Centenary (LA),Away,67,Southeastern Louisiana,99,Home,,Loss,-32,0.00,3.82,Non Division 1
11/10/17,St. Bonaventure,Home,75,Niagara,77,Away,,Loss,-2,6.91,-0.09,Division 1
11/10/17,Midway,Away,56,Tennessee Tech,94,Home,,Loss,-38,0.00,0.50,Non Division 1
11/10/17,Niagara,Away,77,St. Bonaventure,75,Home,,Win,2,-0.09,6.91,Division 1
11/10/17,Southern Mississippi,Home,79,Southern-New Orleans,69,Away,,Win,10,-1.41,0.00,Non Division 1
11/10/17,Southern-New Orleans,Away,69,Southern Mississippi,79,Home,,Loss,-10,0.00,-1.41,Non Division 1
11/10/17,Montana State,Home,89,Nebraska-Omaha,80,Away,,Win,9,-2.81,-6.94,Division 1
11/10/17,Southern,Away,55,Illinois,102,Home,,Loss,-47,-2.73,2.00,Division 1
11/10/17,Illinois-Chicago,Home,65,North Carolina Central,55,Away,,Win,10,2.34,3.32,Division 1
11/10/17,Illinois,Home,102,Southern,55,Away,,Win,47,2.00,-2.73,Division 1
11/10/17,Houston,Home,81,McNeese State,53,Away,,Win,28,12.26,-0.86,Division 1
11/10/17,McNeese State,Away,53,Houston,81,Home,,Loss,-28,-0.86,12.26,Division 1
11/10/17,Jacksonville State,Home,100,Tennessee Wesleyan,42,Away,,Win,58,6.15,0.00,Non Division 1
11/10/17,Tennessee Wesleyan,Away,42,Jacksonville State,100,Home,,Loss,-58,0.00,6.15,Non Division 1
11/10/17,Southwestern,Away,71,Incarnate Word,87,Home,,Loss,-16,0.00,-6.61,Non Division 1
11/10/17,North Carolina Central,Away,55,Illinois-Chicago,65,Home,,Loss,-10,3.32,2.34,Division 1
11/10/17,Incarnate Word,Home,87,Southwestern,71,Away,,Win,16,-6.61,0.00,Non Division 1
11/10/17,Evansville,Home,77,Arkansas State,63,Away,,Win,14,1.53,-4.81,Division 1
11/10/17,UC-Santa Cruz,Away,65,Fresno State,96,Home,,Loss,-31,0.00,8.36,Non Division 1
11/10/17,Arkansas State,Away,63,Evansville,77,Home,,Loss,-14,-4.81,1.53,Division 1
11/10/17,Colorado,Home,66,Northern Colorado,51,Away,,Win,15,-0.94,7.65,Division 1
11/10/17,Northern Colorado,Away,51,Colorado,66,Home,,Loss,-15,7.65,-0.94,Division 1
11/10/17,High Point,Home,100,William & Mary,66,Away,,Win,34,4.43,3.39,Division 1
11/10/17,William & Mary,Away,66,High Point,100,Home,,Loss,-34,3.39,4.43,Division 1
11/10/17,Hartford,Home,85,Central Connecticut State,84,Away,,Win,1,0.75,-4.30,Division 1
11/10/17,Fresno State,Home,96,UC-Santa Cruz,65,Away,,Win,31,8.36,0.00,Non Division 1
11/10/17,Central Connecticut State,Away,84,Hartford,85,Home,,Loss,-1,-4.30,0.75,Division 1
11/10/17,Wisconsin-La Crosse,Away,73,Milwaukee,83,Home,,Loss,-10,0.00,-0.03,Non Division 1
11/10/17,Minnesota,Home,92,South Carolina Upstate,77,Away,,Win,15,0.00,-9.34,Division 1
11/10/17,Milwaukee,Home,83,Wisconsin-La Crosse,73,Away,,Win,10,-0.03,0.00,Non Division 1
11/10/17,Michigan State,Home,98,North Florida,66,Away,,Win,32,16.18,-6.21,Division 1
11/10/17,North Florida,Away,66,Michigan State,98,Home,,Loss,-32,-6.21,16.18,Division 1
11/10/17,Bucknell,Away,78,Monmouth,79,Home,,Loss,-1,8.29,-1.16,Division 1
11/10/17,Monmouth,Home,79,Bucknell,78,Away,,Win,1,-1.16,8.29,Division 1
11/10/17,Mississippi,Home,94,Louisiana,76,Away,,Win,18,-2.31,13.24,Non Division 1
11/10/17,South Carolina Upstate,Away,77,Minnesota,92,Home,,Loss,-15,-9.34,0.00,Division 1
11/10/17,Louisiana,Away,76,Mississippi,94,Home,,Loss,-18,13.24,-2.31,Non Division 1
11/10/17,Wright State,Away,80,Loyola (IL),84,Home,,Loss,-4,6.44,10.53,Division 1
11/10/17,Marshall,Home,102,Tennessee-Martin,91,Away,,Win,11,5.44,-3.81,Division 1
11/10/17,Loyola (IL),Home,84,Wright State,80,Away,,Win,4,10.53,6.44,Division 1
11/10/17,Alcorn State,Away,59,Louisiana State,99,Home,,Loss,-40,-4.50,3.75,Division 1
11/10/17,Louisiana State,Home,99,Alcorn State,59,Away,,Win,40,3.75,-4.50,Division 1
11/10/17,Gardner-Webb,Away,45,Miami (FL),77,Home,,Loss,-32,-1.42,6.22,Division 1
11/10/17,Miami (FL),Home,77,Gardner-Webb,45,Away,,Win,32,6.22,-1.42,Division 1
11/10/17,Valley Forge,Away,69,Maryland-Eastern Shore,95,Home,,Loss,-26,0.00,-15.03,Non Division 1
11/10/17,Tennessee-Martin,Away,91,Marshall,102,Home,,Loss,-11,-3.81,5.44,Division 1
11/10/17,Maryland-Eastern Shore,Home,95,Valley Forge,69,Away,,Win,26,-15.03,0.00,Non Division 1
11/10/17,Life Pacific,Away,50,Cal State Northridge,76,Home,,Loss,-26,0.00,-7.43,Non Division 1
11/10/17,Idaho,Away,64,Nevada,88,Home,,Loss,-24,6.32,10.21,Division 1
11/10/17,Cal State Northridge,Home,76,Life Pacific,50,Away,,Win,26,-7.43,0.00,Non Division 1
11/10/17,Cal State Bakersfield,Home,88,Whittier,66,Away,,Win,22,-2.90,0.00,Non Division 1
11/10/17,Whittier,Away,66,Cal State Bakersfield,88,Home,,Loss,-22,0.00,-2.90,Non Division 1
11/10/17,San Diego Christian,Away,52,San Diego State,91,Home,,Loss,-39,0.00,9.59,Non Division 1
11/10/17,San Diego State,Home,91,San Diego Christian,52,Away,,Win,39,9.59,0.00,Non Division 1
11/10/17,Southern Utah,Away,82,Oregon State,99,Home,,Loss,-17,-4.94,2.75,Division 1
11/10/17,Nevada,Home,88,Idaho,64,Away,,Win,24,10.21,6.32,Division 1
11/10/17,Oregon State,Home,99,Southern Utah,82,Away,,Win,17,2.75,-4.94,Division 1
11/10/17,Weber State,Home,65,Utah State,59,Away,,Win,6,7.71,0.68,Division 1
11/10/17,Chattanooga,Away,65,Wyoming,74,Home,,Loss,-9,-4.56,0.53,Division 1
11/10/17,Utah State,Away,59,Weber State,65,Home,,Loss,-6,0.68,7.71,Division 1
11/10/17,Austin Peay,Away,54,Vanderbilt,73,Home,,Loss,-19,1.69,-1.63,Division 1
11/10/17,Vanderbilt,Home,73,Austin Peay,54,Away,,Win,19,-1.63,1.69,Division 1
11/10/17,Boise State,Home,104,Eastern Oregon,65,Away,,Win,39,9.52,0.00,Non Division 1
11/10/17,Eastern Oregon,Away,65,Boise State,104,Home,,Loss,-39,0.00,9.52,Non Division 1
11/10/17,Idaho State,Away,74,Arizona State,94,Home,,Loss,-20,-0.81,8.19,Division 1
11/10/17,Wyoming,Home,74,Chattanooga,65,Away,,Win,9,0.53,-4.56,Division 1
11/10/17,Arizona State,Home,94,Idaho State,74,Away,,Win,20,8.19,-0.81,Division 1
11/10/17,Hawaii,Home,82,Arkansas-Pine Bluff,70,Away,,Win,12,1.10,-5.49,Division 1
11/10/17,Coppin State,Away,54,Oregon,70,Home,,Loss,-16,-13.91,6.09,Division 1
11/10/17,Arkansas-Pine Bluff,Away,70,Hawaii,82,Home,,Loss,-12,-5.49,1.10,Division 1
11/10/17,University of California,Home,66,UC-Riverside,74,Away,,Loss,-8,-9.91,-4.48,Division 1
11/10/17,UC-Riverside,Away,74,University of California,66,Home,,Win,8,-4.48,-9.91,Division 1
11/10/17,Georgia Tech,Neutral,60,UCLA,63,,Neutral Site,Loss,-3,-2.22,5.59,Division 1
11/10/17,UCLA,Neutral,63,Georgia Tech,60,,Neutral Site,Win,3,5.59,-2.22,Division 1
11/10/17,San Francisco,Home,71,Long Beach State,83,Away,,Loss,-12,0.21,-3.06,Division 1
11/10/17,Oregon,Home,70,Coppin State,54,Away,,Win,16,6.09,-13.91,Division 1
11/10/17,Long Beach State,Away,83,San Francisco,71,Home,,Win,12,-3.06,0.21,Division 1
11/10/17,Santa Clara,Home,120,La Verne,70,Away,,Win,50,-5.68,0.00,Non Division 1
11/10/17,Cal State Fullerton,Away,42,Southern California,84,Home,,Loss,-42,3.19,6.88,Division 1
11/10/17,La Verne,Away,70,Santa Clara,120,Home,,Loss,-50,0.00,-5.68,Non Division 1
11/10/17,Antelope Valley,Away,45,San Jose State,97,Home,,Loss,-52,0.00,-9.53,Non Division 1
11/10/17,San Jose State,Home,97,Antelope Valley,45,Away,,Win,52,-9.53,0.00,Non Division 1
11/10/17,Belmont,Away,82,Washington,86,Home,,Loss,-4,8.42,1.72,Division 1
11/10/17,Washington,Home,86,Belmont,82,Away,,Win,4,1.72,8.42,Division 1
11/10/17,Utah,Home,83,Prairie View,62,Away,,Win,21,4.77,-1.47,Division 1
11/10/17,Southern California,Home,84,Cal State Fullerton,42,Away,,Win,42,6.88,3.19,Division 1
11/10/17,Prairie View,Away,62,Utah,83,Home,,Loss,-21,-1.47,4.77,Division 1
11/10/17,Texas Tech,Home,75,South Alabama,50,Away,,Win,25,10.59,0.31,Division 1
11/10/17,Florida A&M,Away,51,Grand Canyon,67,Home,,Loss,-16,-10.03,9.21,Division 1
11/10/17,Grand Canyon,Home,67,Florida A&M,51,Away,,Win,16,9.21,-10.03,Division 1
11/10/17,Texas Southern,Away,69,Gonzaga,97,Home,,Loss,-28,-2.09,17.38,Division 1
11/10/17,Yale,Away,76,Creighton,92,Home,,Loss,-16,0.77,10.06,Division 1
11/10/17,Gonzaga,Home,97,Texas Southern,69,Away,,Win,28,17.38,-2.09,Division 1
11/10/17,Tennessee State,Away,56,Kansas,92,Home,,Loss,-36,-0.43,10.11,Division 1
11/10/17,American,Away,45,Kansas State,83,Home,,Loss,-38,-8.58,4.48,Division 1
11/10/17,Kansas,Home,92,Tennessee State,56,Away,,Win,36,10.11,-0.43,Division 1
11/10/17,Chicago State,Away,62,Iowa,95,Home,,Loss,-33,-18.28,1.00,Division 1
11/10/17,Iowa,Home,95,Chicago State,62,Away,,Win,33,1.00,-18.28,Division 1
11/10/17,Missouri State,Away,85,Western Kentucky,80,Home,,Win,5,2.76,8.26,Division 1
11/10/17,Western Kentucky,Home,80,Missouri State,85,Away,,Loss,-5,8.26,2.76,Division 1
11/10/17,Villanova,Home,75,Columbia,60,Away,,Win,15,16.18,-0.85,Division 1
11/10/17,Valparaiso,Home,88,North Park,46,Away,,Win,42,2.19,0.00,Non Division 1
11/10/17,Columbia,Away,60,Villanova,75,Home,,Loss,-15,-0.85,16.18,Division 1
11/10/17,Sacramento State,Away,61,Colorado State,72,Home,,Loss,-11,-6.28,-6.97,Division 1
11/10/17,Creighton,Home,92,Yale,76,Away,,Win,16,10.06,0.77,Division 1
11/10/17,Colorado State,Home,72,Sacramento State,61,Away,,Win,11,-6.97,-6.28,Division 1
11/10/17,Missouri-Kansas City,Away,57,Wichita State,109,Home,,Loss,-52,-6.13,11.66,Division 1
11/10/17,Wichita State,Home,109,Missouri-Kansas City,57,Away,,Win,52,11.66,-6.13,Division 1
11/10/17,UC-Irvine,Away,54,South Dakota State,65,Home,,Loss,-11,2.57,10.79,Division 1
11/10/17,South Dakota State,Home,65,UC-Irvine,54,Away,,Win,11,10.79,2.57,Division 1
11/10/17,Troy,Neutral,80,North Dakota,83,,Neutral Site,Loss,-3,2.03,-5.78,Division 1
11/10/17,New Mexico State,Home,81,East Central,55,Away,,Win,26,12.12,0.00,Non Division 1
11/10/17,North Dakota,Neutral,83,Troy,80,,Neutral Site,Win,3,-5.78,2.03,Division 1
11/10/17,Texas-El Paso,Home,100,Louisiana College,50,Away,,Win,50,-3.32,0.00,Non Division 1
11/10/17,South Alabama,Away,50,Texas Tech,75,Home,,Loss,-25,0.31,10.59,Division 1
11/10/17,Louisiana College,Away,50,Texas-El Paso,100,Home,,Loss,-50,0.00,-3.32,Non Division 1
11/10/17,Louisiana-Monroe,Away,73,Texas Christian,83,Home,,Loss,-10,1.28,6.48,Division 1
11/10/17,Texas Christian,Home,83,Louisiana-Monroe,73,Away,,Win,10,6.48,1.28,Division 1
11/10/17,Iowa State,Away,59,Missouri,74,Home,,Loss,-15,-2.61,5.30,Division 1
11/10/17,Missouri,Home,74,Iowa State,59,Away,,Win,15,5.30,-2.61,Division 1
11/10/17,Mount St. Mary's,Away,59,Marquette,80,Home,,Loss,-21,0.94,2.58,Division 1
11/10/17,Kansas State,Home,83,American,45,Away,,Win,38,4.48,-8.58,Division 1
11/10/17,Marquette,Home,80,Mount St. Mary's,59,Away,,Win,21,2.58,0.94,Division 1
11/10/17,Pittsburgh,Away,62,Navy,71,Home,,Loss,-9,-10.34,2.31,Division 1
11/10/17,East Central,Away,55,New Mexico State,81,Home,,Loss,-26,0.00,12.12,Non Division 1
11/10/17,Navy,Home,71,Pittsburgh,62,Away,,Win,9,2.31,-10.34,Division 1
11/10/17,Montana,Home,72,Whitworth,60,Away,,Win,12,9.39,0.00,Non Division 1
11/10/17,Whitworth,Away,60,Montana,72,Home,,Loss,-12,0.00,9.39,Non Division 1
11/10/17,Coastal Carolina,Home,102,Piedmont,50,Away,,Win,52,1.78,0.00,Non Division 1
11/10/17,Piedmont,Away,50,Coastal Carolina,102,Home,,Loss,-52,0.00,1.78,Non Division 1
11/10/17,Western Carolina,Away,57,Clemson,85,Home,,Loss,-28,-7.16,7.48,Division 1
11/10/17,Methodist,Away,76,Charlotte,116,Home,,Loss,-40,0.00,-8.66,Non Division 1
11/10/17,Clemson,Home,85,Western Carolina,57,Away,,Win,28,7.48,-7.16,Division 1
11/10/17,Connecticut,Home,70,Colgate,58,Away,,Win,12,-5.06,2.59,Division 1
11/10/17,Charleston Southern,Away,62,Davidson,110,Home,,Loss,-48,3.03,8.88,Division 1
11/10/17,Colgate,Away,58,Connecticut,70,Home,,Loss,-12,2.59,-5.06,Division 1
11/10/17,College of Charleston,Home,68,Siena,60,Away,,Win,8,6.33,-7.47,Division 1
11/10/17,Siena,Away,60,College of Charleston,68,Home,,Loss,-8,-7.47,6.33,Division 1
11/10/17,Boston College,Home,85,Maine,65,Away,,Win,20,2.35,-8.06,Division 1
11/10/17,Maine,Away,65,Boston College,85,Home,,Loss,-20,-8.06,2.35,Division 1
11/10/17,Morgan State,Away,59,Binghamton,76,Home,,Loss,-17,-2.63,-1.13,Division 1
11/10/17,Iona,Away,67,Albany (NY),69,Home,,Loss,-2,3.70,6.03,Division 1
11/10/17,Binghamton,Home,76,Morgan State,59,Away,,Win,17,-1.13,-2.63,Division 1
11/10/17,Kennesaw State,Away,64,Butler,82,Home,,Loss,-18,-4.87,6.82,Division 1
11/10/17,Charlotte,Home,116,Methodist,76,Away,,Win,40,-8.66,0.00,Non Division 1
11/10/17,Butler,Home,82,Kennesaw State,64,Away,,Win,18,6.82,-4.87,Division 1
11/10/17,Boston University,Home,59,Northeastern,65,Away,,Loss,-6,-1.41,6.12,Division 1
11/10/17,Northeastern,Away,65,Boston University,59,Home,,Win,6,6.12,-1.41,Division 1
11/10/17,Bob Jones University,Away,48,Furman,101,Home,,Loss,-53,0.00,10.32,Non Division 1
11/10/17,Furman,Home,101,Bob Jones University,48,Away,,Win,53,10.32,0.00,Non Division 1
11/10/17,Miami (OH),Away,55,Fordham,54,Home,,Win,1,1.67,-8.00,Division 1
11/10/17,Florida Memorial,Away,47,Florida International,70,Home,,Loss,-23,0.00,-0.50,Non Division 1
11/10/17,Fordham,Home,54,Miami (OH),55,Away,,Loss,-1,-8.00,1.67,Division 1
11/10/17,Howard,Away,75,George Washington,84,Home,,Loss,-9,-6.21,-2.85,Division 1
11/10/17,Bryant,Away,54,Georgia,79,Home,,Loss,-25,-13.31,1.36,Division 1
11/10/17,George Washington,Home,84,Howard,75,Away,,Win,9,-2.85,-6.21,Division 1
11/10/17,George Mason,Home,67,Lafayette,65,Away,,Win,2,-3.82,-3.23,Division 1
11/10/17,Lafayette,Away,65,George Mason,67,Home,,Loss,-2,-3.23,-3.82,Division 1
11/10/17,Cairn,Away,50,Delaware State,71,Home,,Loss,-21,0.00,-13.25,Non Division 1
11/10/17,Delaware State,Home,71,Cairn,50,Away,,Win,21,-13.25,0.00,Non Division 1
11/10/17,Dayton,Home,78,Ball State,77,Away,,Win,1,-1.16,0.94,Division 1
11/10/17,Davidson,Home,110,Charleston Southern,62,Away,,Win,48,8.88,3.03,Division 1
11/10/17,Ball State,Away,77,Dayton,78,Home,,Loss,-1,0.94,-1.16,Division 1
11/10/17,Elon,Away,68,Duke,97,Home,,Loss,-29,-2.84,14.53,Division 1
11/10/17,Florida International,Home,70,Florida Memorial,47,Away,,Win,23,-0.50,0.00,Non Division 1
11/10/17,Duke,Home,97,Elon,68,Away,,Win,29,14.53,-2.84,Division 1
11/10/17,Bowling Green State,Away,78,Drexel,69,Home,,Win,9,-1.61,-4.15,Division 1
11/10/17,Drexel,Home,69,Bowling Green State,78,Away,,Loss,-9,-4.15,-1.61,Division 1
11/10/17,Albany (NY),Home,69,Iona,67,Away,,Win,2,6.03,3.70,Division 1
11/10/17,Wheelock,Away,39,New Hampshire,95,Home,,Loss,-56,0.00,0.58,Non Division 1
11/10/17,Lamar,Away,74,Tulsa,67,Home,,Win,7,6.59,2.58,Division 1
11/10/17,New Hampshire,Home,95,Wheelock,39,Away,,Win,56,0.58,0.00,Non Division 1
11/10/17,Jackson State,Home,84,Millsaps,46,Away,,Win,38,-5.31,0.00,Non Division 1
11/10/17,Millsaps,Away,46,Jackson State,84,Home,,Loss,-38,0.00,-5.31,Non Division 1
11/10/17,Central Michigan,Home,108,Siena Heights,48,Away,,Win,60,5.32,0.00,Non Division 1
11/10/17,Siena Heights,Away,48,Central Michigan,108,Home,,Loss,-60,0.00,5.32,Non Division 1
11/10/17,Oglethorpe,Away,73,Citadel,109,Home,,Loss,-36,0.00,-5.21,Non Division 1
11/10/17,Tulsa,Home,67,Lamar,74,Away,,Loss,-7,2.58,6.59,Division 1
11/10/17,Citadel,Home,109,Oglethorpe,73,Away,,Win,36,-5.21,0.00,Non Division 1
11/10/17,Savannah State,Away,77,Cincinnati,107,Home,,Loss,-30,-7.41,17.06,Division 1
11/10/17,Middle Tennessee,Home,104,Trevecca Nazarene,52,Away,,Win,52,9.03,0.00,Non Division 1
11/10/17,Cincinnati,Home,107,Savannah State,77,Away,,Win,30,17.06,-7.41,Division 1
11/10/17,Eastern Michigan,Home,92,Spring Arbor,60,Away,,Win,32,5.18,0.00,Non Division 1
11/10/17,Spring Arbor,Away,60,Eastern Michigan,92,Home,,Loss,-32,0.00,5.18,Non Division 1
11/10/17,Baylor,Home,107,Central Arkansas,66,Away,,Win,41,5.69,2.18,Division 1
11/10/17,Central Arkansas,Away,66,Baylor,107,Home,,Loss,-41,2.18,5.69,Division 1
11/10/17,Webber,Away,89,Stetson,98,Home,,Loss,-9,0.00,-2.63,Non Division 1
11/10/17,Trevecca Nazarene,Away,52,Middle Tennessee,104,Home,,Loss,-52,0.00,9.03,Non Division 1
11/10/17,Stetson,Home,98,Webber,89,Away,,Win,9,-2.63,0.00,Non Division 1
11/10/17,Sacred Heart,Home,64,Holy Cross,69,Away,,Loss,-5,-2.97,-4.10,Division 1
11/10/17,Fairleigh Dickinson,Away,68,Seton Hall,90,Home,,Loss,-22,-0.97,5.69,Division 1
11/10/17,Holy Cross,Away,69,Sacred Heart,64,Home,,Win,5,-4.10,-2.97,Division 1
11/10/17,Eureka,Away,65,North Texas,122,Home,,Loss,-57,0.00,1.44,Non Division 1
11/10/17,North Texas,Home,122,Eureka,65,Away,,Win,57,1.44,0.00,Non Division 1
11/10/17,Texas A&M,Neutral,88,West Virginia,65,,Neutral Site,Win,23,5.73,10.62,Division 1
11/10/17,West Virginia,Neutral,65,Texas A&M,88,,Neutral Site,Loss,-23,10.62,5.73,Division 1
11/10/17,Virginia Tech,Home,111,Detroit Mercy,79,Away,,Win,32,7.45,-7.09,Division 1
11/10/17,Seton Hall,Home,90,Fairleigh Dickinson,68,Away,,Win,22,5.69,-0.97,Division 1
11/10/17,Detroit Mercy,Away,79,Virginia Tech,111,Home,,Loss,-32,-7.09,7.45,Division 1
11/10/17,Penn State,Home,86,Campbell,75,Away,,Win,11,7.71,5.16,Division 1
11/10/17,Bridgewater (VA),Away,50,James Madison,80,Home,,Loss,-30,0.00,-2.28,Non Division 1
11/10/17,Campbell,Away,75,Penn State,86,Home,,Loss,-11,5.16,7.71,Division 1
11/10/17,Eastern Washington,Home,82,Walla Walla,61,Away,,Win,21,3.56,0.00,Non Division 1
11/10/17,Walla Walla,Away,61,Eastern Washington,82,Home,,Loss,-21,0.00,3.56,Non Division 1
11/10/17,Alabama State,Away,68,Mississippi State,96,Home,,Loss,-28,-9.94,5.85,Division 1
11/10/17,Mississippi State,Home,96,Alabama State,68,Away,,Win,28,5.85,-9.94,Division 1
11/10/17,Memphis,Neutral,70,Alabama,82,,Neutral Site,Loss,-12,-0.43,2.83,Division 1
11/10/17,James Madison,Home,80,Bridgewater (VA),50,Away,,Win,30,-2.28,0.00,Non Division 1
11/10/17,Alabama,Neutral,82,Memphis,70,,Neutral Site,Win,12,2.83,-0.43,Division 1
11/10/17,Virginia,Home,60,North Carolina-Greensboro,48,Away,,Win,12,14.15,11.09,Division 1
11/10/17,Grambling,Away,65,Virginia Commonwealth,94,Home,,Loss,-29,-2.06,1.12,Division 1
11/10/17,North Carolina-Greensboro,Away,48,Virginia,60,Home,,Loss,-12,11.09,14.15,Division 1
11/10/17,Presbyterian,Away,53,Tennessee,88,Home,,Loss,-35,-4.66,7.82,Division 1
11/10/17,Tennessee,Home,88,Presbyterian,53,Away,,Win,35,7.82,-4.66,Division 1
11/10/17,Southern Illinois,Away,81,Winthrop,66,Home,,Win,15,0.85,8.22,Division 1
11/10/17,Winthrop,Home,66,Southern Illinois,81,Away,,Loss,-15,8.22,0.85,Division 1
11/10/17,Wake Forest,Home,83,Georgia Southern,85,Away,,Loss,-2,-1.25,5.73,Division 1
11/10/17,Virginia Commonwealth,Home,94,Grambling,65,Away,,Win,29,1.12,-2.06,Division 1
11/10/17,Georgia Southern,Away,85,Wake Forest,83,Home,,Win,2,5.73,-1.25,Division 1
11/10/17,St. John's (NY),Home,77,New Orleans,61,Away,,Win,16,0.56,-0.84,Division 1
11/10/17,Cal Poly,Away,62,Stanford,78,Home,,Loss,-16,-7.10,1.09,Division 1
11/10/17,New Orleans,Away,61,St. John's (NY),77,Home,,Loss,-16,-0.84,0.56,Division 1
11/10/17,Missouri Baptist University,Away,69,Southeast Missouri State,81,Home,,Loss,-12,0.00,-1.87,Non Division 1
11/10/17,Southeast Missouri State,Home,81,Missouri Baptist University,69,Away,,Win,12,-1.87,0.00,Non Division 1
11/10/17,Cornell,Away,45,Syracuse,77,Home,,Loss,-32,-4.50,3.00,Division 1
11/10/17,Syracuse,Home,77,Cornell,45,Away,,Win,32,3.00,-4.50,Division 1
11/10/17,Stony Brook,Neutral,61,Maryland,76,,Neutral Site,Loss,-15,-1.38,6.19,Division 1
11/10/17,Stanford,Home,78,Cal Poly,62,Away,,Win,16,1.09,-7.10,Division 1
11/10/17,Maryland,Neutral,76,Stony Brook,61,,Neutral Site,Win,15,6.19,-1.38,Division 1
11/10/17,Samford,Away,56,Arkansas,95,Home,,Loss,-39,-4.88,5.17,Division 1
11/10/17,Auburn,Home,102,Norfolk State,74,Away,,Win,28,10.06,-0.55,Division 1
11/10/17,Arkansas,Home,95,Samford,56,Away,,Win,39,5.17,-4.88,Division 1
11/10/17,Arizona,Home,101,Northern Arizona,67,Away,,Win,34,9.71,-12.88,Division 1
11/10/17,Northern Arizona,Away,67,Arizona,101,Home,,Loss,-34,-12.88,9.71,Division 1
11/10/17,Central Florida,Home,88,Mercer,79,Away,,Win,9,0.85,6.63,Division 1
11/10/17,Mercer,Away,79,Central Florida,88,Home,,Loss,-9,6.63,0.85,Division 1
11/10/17,Johnson University,Away,66,Bethune-Cookman,108,Home,,Loss,-42,0.00,2.97,Non Division 1
11/10/17,Norfolk State,Away,74,Auburn,102,Home,,Loss,-28,-0.55,10.06,Division 1
11/10/17,Bethune-Cookman,Home,108,Johnson University,66,Away,,Win,42,2.97,0.00,Non Division 1
